,Unnamed: 0,address,owner,value,property_type,property_class,Num_Properties,total_value,link,prop_type_clean,owner_clean,exact_address,location,point
41222,41222,2430 Independence Ln Unit 103,MADISON APARTMENT RENTALS  LLC,101000.0,Condominium,Residential,10,825800.0,propertydata.cfm?ParcelN=081028121169,Apartment,MADISON APARTMENT RENTALS  LLC,"2430 Independence Ln Unit 103 Madison, Wisconsin USA",,
41221,41221,2420 Independence Ln Unit 111,MADISON APARTMENT RENTALS  LLC,76000.0,Condominium,Residential,10,825800.0,propertydata.cfm?ParcelN=081028119924,Apartment,MADISON APARTMENT RENTALS  LLC,"2420 Independence Ln Unit 111 Madison, Wisconsin USA",,
41220,41220,4330 Melody Ln Unit 106,MADISON APARTMENT RENTALS  LLC,102900.0,Condominium,Residential,10,825800.0,propertydata.cfm?ParcelN=081028119263,Apartment,MADISON APARTMENT RENTALS  LLC,"4330 Melody Ln Unit 106 Madison, Wisconsin USA",,
3916,3916,4522 Hammersley Rd,BECKER ASSOCIATES LLP ,667000.0,8 unit Apartment,Commercial,10,5858600.0,propertydata.cfm?ParcelN=070932205242,Apartment,BECKER ASSOCIATES LLP ,"4522 Hammersley Rd Madison, Wisconsin USA","4522, Hammersley Road, Summit Woods, Madison, Dane, Wisconsin, 53711, United States of America","(43.03909560277617, -89.45468490549464, 0.0)"
3920,3920,6418 Enterprise Ln,BECKER ASSOCIATES LLP ,1386000.0,12 unit Apartment,Commercial,10,5858600.0,propertydata.cfm?ParcelN=070825104080,Apartment,BECKER ASSOCIATES LLP ,"6418 Enterprise Ln Madison, Wisconsin USA","6418, Enterprise Lane, Madison, Dane, Wisconsin, 53719, United States of America","(43.05781973094171, -89.49092728699517, 0.0)"
42937,42937,2515 E Dayton St,LIVING TR ,241200.0,2 Unit,Residential,10,3270600.0,propertydata.cfm?ParcelN=071006115086,2 Unit,LIVING TR ,"2515 E Dayton St Madison, Wisconsin USA","2515, East Dayton Street, Eken Park, Madison, Wisconsin, 53704, United States of America","(43.10118785076652, -89.35119359865065, 0.0)"
42942,42942,7498 Old Sauk Rd,LIVING TR ,196900.0,Condominium,Residential,10,3270600.0,propertydata.cfm?ParcelN=070814419383,Apartment,LIVING TR ,"7498 Old Sauk Rd Madison, Wisconsin USA","7498, Old Sauk Road, Sauk Creek Condominiums, Madison, Wisconsin, 53717, United States of America","(43.075172, -89.512574, 0.0)"
41219,41219,4328 Melody Ln Unit 2,MADISON APARTMENT RENTALS  LLC,73900.0,Condominium,Residential,10,825800.0,propertydata.cfm?ParcelN=081028119180,Apartment,MADISON APARTMENT RENTALS  LLC,"4328 Melody Ln Unit 2 Madison, Wisconsin USA",,
41218,41218,2422 Independence Ln Unit 3,MADISON APARTMENT RENTALS  LLC,103500.0,Condominium,Residential,10,825800.0,propertydata.cfm?ParcelN=081028119784,Apartment,MADISON APARTMENT RENTALS  LLC,"2422 Independence Ln Unit 3 Madison, Wisconsin USA",,
1724,1724,1626 Winnebago St,APEX INVESTMENT GROUP  VIII LLC,190900.0,2 Unit,Residential,10,7910200.0,propertydata.cfm?ParcelN=071007207014,2 Unit,Apex,"1626 Winnebago St Madison, Wisconsin USA","1626, Winnebago Street, Marquette, Madison, Wisconsin, 53704, United States of America","(43.08876142857143, -89.357874, 0.0)"
1725,1725,1628 Winnebago St,APEX INVESTMENT GROUP  VIII LLC,294800.0,2 Unit,Residential,10,7910200.0,propertydata.cfm?ParcelN=071007207022,2 Unit,Apex,"1628 Winnebago St Madison, Wisconsin USA","1628, Winnebago Street, Marquette, Madison, Wisconsin, 53704, United States of America","(43.0888954, -89.35798365963856, 0.0)"
1727,1727,222 Merry St,APEX INVESTMENT GROUP  VIII LLC,1770000.0,22 unit Apartment,Commercial,10,7910200.0,propertydata.cfm?ParcelN=071007207048,Apartment,Apex,"222 Merry St Madison, Wisconsin USA","222, Merry Street, Marquette, Madison, Wisconsin, 53704, United States of America","(43.089465112896654, -89.3584374838622, 0.0)"
1729,1729,121 E Gilman St,APEX INVESTMENT GROUP  VIII LLC,776000.0,13 unit Apartment,Commercial,10,7910200.0,propertydata.cfm?ParcelN=070914404086,Apartment,Apex,"121 E Gilman St Madison, Wisconsin USA","121, East Gilman Street, Mansion Hill, Madison, Dane, Wisconsin, 53703, United States of America","(43.07920897821498, -89.38701942760586, 0.0)"
1730,1730,116 E Gorham St,APEX INVESTMENT GROUP  VIII LLC,749000.0,8 unit Apartment,Commercial,10,7910200.0,propertydata.cfm?ParcelN=070914404151,Apartment,Apex,"116 E Gorham St Madison, Wisconsin USA","116, East Gorham Street, Mansion Hill, Madison, Dane, Wisconsin, 53703, United States of America","(43.0785429105683, -89.38651009456382, 0.0)"
15729,15729,330 W Wilson St Unit P23,"DEMINTER, MICHAEL B ",22000.0,Condominium,Residential,10,2363300.0,propertydata.cfm?ParcelN=070923149235,Apartment,"DEMINTER, MICHAEL B ","330 W Wilson St Unit P23 Madison, Wisconsin USA",,
15730,15730,313 W Doty St,"DEMINTER, MICHAEL B ",301700.0,3 unit Apartment,Residential,10,2363300.0,propertydata.cfm?ParcelN=070923127091,Apartment,"DEMINTER, MICHAEL B ","313 W Doty St Madison, Wisconsin USA","313, West Doty Street, Bassett, Madison, Dane, Wisconsin, 53703, United States of America","(43.0708378006785, -89.38536689992263, 0.0)"
15731,15731,21 N Franklin St,"DEMINTER, MICHAEL B ",355600.0,5 unit Apartment,Residential,10,2363300.0,propertydata.cfm?ParcelN=070913315086,Apartment,"DEMINTER, MICHAEL B ","21 N Franklin St Madison, Wisconsin USA","21, North Franklin Street, James Madison Park, Madison, Dane, Wisconsin, 53703, United States of America","(43.07822653061224, -89.37989008163265, 0.0)"
37338,37338,104 Lathrop St,L ELSIE LLC ,489700.0,2 Unit,Residential,10,3951900.0,propertydata.cfm?ParcelN=070922224161,2 Unit,L ELSIE LLC ,"104 Lathrop St Madison, Wisconsin USA","104, Lathrop Street, Oakland Heights, Bowens Addition, Madison, Dane, Wisconsin, 53726, United States of America","(43.0697555, -89.41504275, 0.0)"
75767,75767,4526 Milwaukee St,WIRE INVESTMENTS II LLC ,282700.0,2 Unit,Residential,10,2465100.0,propertydata.cfm?ParcelN=071003202034,2 Unit,WIRE INVESTMENTS II LLC ,"4526 Milwaukee St Madison, Wisconsin USA","4526, Milwaukee Street, Madison, Wisconsin, 53714, United States of America","(43.09886792857143, -89.30371964285715, 0.0)"
75766,75766,4530 Milwaukee St,WIRE INVESTMENTS II LLC ,286300.0,2 Unit,Residential,10,2465100.0,propertydata.cfm?ParcelN=071003202026,2 Unit,WIRE INVESTMENTS II LLC ,"4530 Milwaukee St Madison, Wisconsin USA","4530, Milwaukee Street, Madison, Wisconsin, 53714, United States of America","(43.09887064285714, -89.30357721428571, 0.0)"
15732,15732,1243 E Mifflin St,"DEMINTER, MICHAEL B ",256400.0,2 Unit,Residential,10,2363300.0,propertydata.cfm?ParcelN=070913107186,2 Unit,"DEMINTER, MICHAEL B ","1243 E Mifflin St Madison, Wisconsin USA","1243, East Mifflin Street, Tenney-Lapham, Madison, Dane, Wisconsin, 53703, United States of America","(43.087413631628415, -89.36825496612639, 0.0)"
30655,30655,5818 Manufacturers Dr,IA TERRACE DRIVE LLC ,87500.0,Condominium,Commercial,10,12713500.0,propertydata.cfm?ParcelN=081016305098,Apartment,IA TERRACE DRIVE LLC ,"5818 Manufacturers Dr Madison, Wisconsin USA","5818, Manufacturers Drive, Center for Industry & Commerce, Madison, Wisconsin, 53704, United States of America","(43.15677037542342, -89.31858505198645, 0.0)"
30654,30654,5816 Manufacturers Dr,IA TERRACE DRIVE LLC ,87500.0,Condominium,Commercial,10,12713500.0,propertydata.cfm?ParcelN=081016305080,Apartment,IA TERRACE DRIVE LLC ,"5816 Manufacturers Dr Madison, Wisconsin USA","5816, Manufacturers Drive, Center for Industry & Commerce, Madison, Wisconsin, 53704, United States of America","(43.15671347889169, -89.31858687267547, 0.0)"
15733,15733,2302 Hoard St,"DEMINTER, MICHAEL B ",245000.0,4 unit Apartment,Residential,10,2363300.0,propertydata.cfm?ParcelN=071006210018,Apartment,"DEMINTER, MICHAEL B ","2302 Hoard St Madison, Wisconsin USA","2302, Hoard Street, Emerson East, Madison, Wisconsin, 53704, United States of America","(43.100781851605724, -89.35719715895326, 0.0)"
10069,10069,912 Regent St,"CHARLY, ROGER ",389100.0,Apartment & store,Commercial,10,3762500.0,propertydata.cfm?ParcelN=070923224102,Apartment,"CHARLY, ROGER ","912 Regent St Madison, Wisconsin USA","912, Regent Street, South Campus, Bowens Addition, Madison, Dane, Wisconsin, 53715, United States of America","(43.06773794838725, -89.40125133814801, 0.0)"
15728,15728,901 Williamson St,"DEMINTER, MICHAEL B ",356500.0,Apartment & store,Commercial,10,2363300.0,propertydata.cfm?ParcelN=070913406182,Apartment,"DEMINTER, MICHAEL B ","901 Williamson St Madison, Wisconsin USA","901, Williamson Street, Marquette, Madison, Dane, Wisconsin, 53703, United States of America","(43.079488, -89.3693963, 0.0)"
37336,37336,1323 St James Ct,L ELSIE LLC ,351100.0,2 Unit,Residential,10,3951900.0,propertydata.cfm?ParcelN=070922418053,2 Unit,L ELSIE LLC ,"1323 St James Ct Madison, Wisconsin USA","1323, St James Court, Greenbush, Bowens Addition, Madison, Dane, Wisconsin, 53715, United States of America","(43.06577065637796, -89.40770764409382, 0.0)"
75768,75768,818 Ziegler Rd,WIRE INVESTMENTS II LLC ,204200.0,2 Unit,Residential,10,2465100.0,propertydata.cfm?ParcelN=081033402025,2 Unit,WIRE INVESTMENTS II LLC ,"818 Ziegler Rd Madison, Wisconsin USA","818, Ziegler Road, Madison, Wisconsin, 53714, United States of America","(43.10941259492877, -89.30609867266988, 0.0)"
37335,37335,103 S Randall Ave,L ELSIE LLC ,370200.0,2 Unit,Residential,10,3951900.0,propertydata.cfm?ParcelN=070922417112,2 Unit,L ELSIE LLC ,"103 S Randall Ave Madison, Wisconsin USA","103, South Randall Avenue, Greenbush, Bowens Addition, Madison, Dane, Wisconsin, 53715, United States of America","(43.066225990045105, -89.40885501772563, 0.0)"
15734,15734,407 S Paterson St,"DEMINTER, MICHAEL B ",428400.0,2 Unit,Residential,10,2363300.0,propertydata.cfm?ParcelN=070913406348,2 Unit,"DEMINTER, MICHAEL B ","407 S Paterson St Madison, Wisconsin USA","407, South Paterson Street, Marquette, Madison, Dane, Wisconsin, 53703, United States of America","(43.07942963108214, -89.36943655621677, 0.0)"
30653,30653,5814 Manufacturers Dr,IA TERRACE DRIVE LLC ,87500.0,Condominium,Commercial,10,12713500.0,propertydata.cfm?ParcelN=081016305072,Apartment,IA TERRACE DRIVE LLC ,"5814 Manufacturers Dr Madison, Wisconsin USA","5814, Manufacturers Drive, Center for Industry & Commerce, Madison, Wisconsin, 53704, United States of America","(43.15665658235996, -89.31858869336449, 0.0)"
15736,15736,654 E Mifflin St,"DEMINTER, MICHAEL B ",221600.0,2 Unit,Residential,10,2363300.0,propertydata.cfm?ParcelN=070913309336,2 Unit,"DEMINTER, MICHAEL B ","654 E Mifflin St Madison, Wisconsin USA","654, East Mifflin Street, Tenney-Lapham, Madison, Dane, Wisconsin, 53703, United States of America","(43.08040292, -89.37853856, 0.0)"
15737,15737,330 W Wilson St Unit P8,"DEMINTER, MICHAEL B ",17000.0,Condominium,Residential,10,2363300.0,propertydata.cfm?ParcelN=070923149087,Apartment,"DEMINTER, MICHAEL B ","330 W Wilson St Unit P8 Madison, Wisconsin USA",,
35546,35546,122 N Fair Oaks Ave,KMB REAL ESTATE LLC ,194400.0,2 Unit,Residential,9,2948900.0,propertydata.cfm?ParcelN=071005108214,2 Unit,KMB REAL ESTATE LLC ,"122 N Fair Oaks Ave Madison, Wisconsin USA","122, North Fair Oaks Avenue, Schenk-Atwood-Starkweather-Yahara, Madison, Wisconsin, 53714, United States of America","(43.10097201414663, -89.33149815280397, 0.0)"
35545,35545,3254 Thorp St,KMB REAL ESTATE LLC ,230200.0,2 Unit,Residential,9,2948900.0,propertydata.cfm?ParcelN=071005111316,2 Unit,KMB REAL ESTATE LLC ,"3254 Thorp St Madison, Wisconsin USA","3254, Thorp Street, Schenk-Atwood-Starkweather-Yahara, Madison, Wisconsin, 53714, United States of America","(43.099013823006, -89.33453109698263, 0.0)"
135,135,305 N Pinckney St,ACCENT APARTMENTS LLC ,322000.0,4 unit Apartment,Residential,9,2715500.0,propertydata.cfm?ParcelN=070914406157,Apartment,ACCENT APARTMENTS LLC ,"305 N Pinckney St Madison, Wisconsin USA","305, North Pinckney Street, Mansion Hill, Madison, Dane, Wisconsin, 53703, United States of America","(43.07784038667304, -89.3858914526259, 0.0)"
35544,35544,2718 Dahle St,KMB REAL ESTATE LLC ,227300.0,2 Unit,Residential,9,2948900.0,propertydata.cfm?ParcelN=081031410161,2 Unit,KMB REAL ESTATE LLC ,"2718 Dahle St Madison, Wisconsin USA","2718, Dahle Street, Eken Park, Madison, Wisconsin, 53704, United States of America","(43.108498727272725, -89.34669690909091, 0.0)"
35547,35547,321 Kedzie St,KMB REAL ESTATE LLC ,330000.0,4 unit Apartment,Residential,9,2948900.0,propertydata.cfm?ParcelN=071006127065,Apartment,KMB REAL ESTATE LLC ,"321 Kedzie St Madison, Wisconsin USA","321, Kedzie Street, Eken Park, Madison, Wisconsin, 53704, United States of America","(43.10354098989899, -89.34751391919191, 0.0)"
35543,35543,3205 Ridgeway Ave,KMB REAL ESTATE LLC ,450000.0,6 unit Apartment,Residential,9,2948900.0,propertydata.cfm?ParcelN=081032305139,Apartment,KMB REAL ESTATE LLC ,"3205 Ridgeway Ave Madison, Wisconsin USA","3205, Ridgeway Avenue, Madison, Wisconsin, 53704, United States of America","(43.109835256220144, -89.3366170236899, 0.0)"
43617,43617,313 Elmside Blvd,MCCAUGHEY PROPERTIES LLC ,359400.0,2 Unit,Residential,9,3072800.0,propertydata.cfm?ParcelN=071005326072,2 Unit,MCCAUGHEY PROPERTIES LLC ,"313 Elmside Blvd Madison, Wisconsin USA","313, Elmside Boulevard, Schenk-Atwood-Starkweather-Yahara, Madison, Wisconsin, 53704, United States of America","(43.09342649007273, -89.34196743531383, 0.0)"
35542,35542,3209 Ridgeway Ave,KMB REAL ESTATE LLC ,450000.0,6 unit Apartment,Residential,9,2948900.0,propertydata.cfm?ParcelN=081032305121,Apartment,KMB REAL ESTATE LLC ,"3209 Ridgeway Ave Madison, Wisconsin USA","3209, Ridgeway Avenue, Madison, Wisconsin, 53704, United States of America","(43.10988351244029, -89.33654904737978, 0.0)"
13113,13113,301 Palomino Ln,"CORCORAN, PATRICK J  & CAMILLA A CORCORAN",328800.0,2 Unit,Residential,9,3646700.0,propertydata.cfm?ParcelN=070920116089,2 Unit,"CORCORAN, PATRICK J  & CAMILLA A CORCORAN","301 Palomino Ln Madison, Wisconsin USA","301, Palomino Lane, Rocky Bluff, Madison, Dane, Wisconsin, 53705, United States of America","(43.069592, -89.444158, 0.0)"
35548,35548,313 Kedzie St,KMB REAL ESTATE LLC ,330000.0,4 unit Apartment,Residential,9,2948900.0,propertydata.cfm?ParcelN=071006127073,Apartment,KMB REAL ESTATE LLC ,"313 Kedzie St Madison, Wisconsin USA","313, Kedzie Street, Eken Park, Madison, Wisconsin, 53704, United States of America","(43.103473393939396, -89.34751715151515, 0.0)"
35549,35549,1310 E Washington Ave,KMB REAL ESTATE LLC ,287000.0,4 unit Apartment,Residential,9,2948900.0,propertydata.cfm?ParcelN=070913102087,Apartment,KMB REAL ESTATE LLC ,"1310 E Washington Ave Madison, Wisconsin USA","East Washington Avenue, Madison, Wisconsin, 53701, United States of America","(43.138655, -89.294414, 0.0)"
13112,13112,414 N Pinckney St,"CORCORAN, PATRICK J  & CAMILLA A CORCORAN",696000.0,9 unit Apartment,Commercial,9,3646700.0,propertydata.cfm?ParcelN=070914407030,Apartment,"CORCORAN, PATRICK J  & CAMILLA A CORCORAN","414 N Pinckney St Madison, Wisconsin USA","414, North Pinckney Street, Mansion Hill, Madison, Dane, Wisconsin, 53703, United States of America","(43.078415, -89.38696771428572, 0.0)"
13111,13111,2141 Regent St,"CORCORAN, PATRICK J  & CAMILLA A CORCORAN",331000.0,4 unit Apartment,Residential,9,3646700.0,propertydata.cfm?ParcelN=070922304096,Apartment,"CORCORAN, PATRICK J  & CAMILLA A CORCORAN","2141 Regent St Madison, Wisconsin USA","Regent Street, Regent, Madison, Dane, Wisconsin, 53705, United States of America","(43.0679288, -89.428065, 0.0)"
13110,13110,110 S Broom St,"CORCORAN, PATRICK J  & CAMILLA A CORCORAN",300000.0,2 Unit,Residential,9,3646700.0,propertydata.cfm?ParcelN=070923126035,2 Unit,"CORCORAN, PATRICK J  & CAMILLA A CORCORAN","110 S Broom St Madison, Wisconsin USA","110, South Broom Street, Bassett, Madison, Dane, Wisconsin, 53703, United States of America","(43.07032353061224, -89.38764785714285, 0.0)"
13108,13108,408 W Doty St,"CORCORAN, PATRICK J  & CAMILLA A CORCORAN",343100.0,2 Unit,Residential,9,3646700.0,propertydata.cfm?ParcelN=070923126366,2 Unit,"CORCORAN, PATRICK J  & CAMILLA A CORCORAN","408 W Doty St Madison, Wisconsin USA","408, West Doty Street, Bassett, Madison, Dane, Wisconsin, 53703, United States of America","(43.069746367346944, -89.38722822448979, 0.0)"
13107,13107,412 W Doty St,"CORCORAN, PATRICK J  & CAMILLA A CORCORAN",615000.0,3 unit Apartment,Residential,9,3646700.0,propertydata.cfm?ParcelN=070923126358,Apartment,"CORCORAN, PATRICK J  & CAMILLA A CORCORAN","412 W Doty St Madison, Wisconsin USA","412, West Doty Street, Bassett, Madison, Dane, Wisconsin, 53703, United States of America","(43.06970155102041, -89.38729083673469, 0.0)"
13106,13106,2417 University Ave,"CORCORAN, PATRICK J  & CAMILLA A CORCORAN",280000.0,Apartment & office,Commercial,9,3646700.0,propertydata.cfm?ParcelN=070921106039,Apartment,"CORCORAN, PATRICK J  & CAMILLA A CORCORAN","2417 University Ave Madison, Wisconsin USA","2417, University Avenue, Regent, Madison, Dane, Wisconsin, 53726, United States of America","(43.07208108163265, -89.42747665306122, 0.0)"
35541,35541,3213 Ridgeway Ave,KMB REAL ESTATE LLC ,450000.0,6 unit Apartment,Residential,9,2948900.0,propertydata.cfm?ParcelN=081032305113,Apartment,KMB REAL ESTATE LLC ,"3213 Ridgeway Ave Madison, Wisconsin USA","3213, Ridgeway Avenue, Madison, Wisconsin, 53704, United States of America","(43.109931768660445, -89.33648107106967, 0.0)"
141,141,1919 Sheridan St,ACCENT APARTMENTS LLC ,290000.0,4 unit Apartment,Residential,9,2715500.0,propertydata.cfm?ParcelN=081031209233,Apartment,ACCENT APARTMENTS LLC ,"1919 Sheridan St Madison, Wisconsin USA","1919, Sheridan Street, Sherman, Madison, Wisconsin, 53704, United States of America","(43.120701529405316, -89.35913896682501, 0.0)"
13160,13160,426 Clemons Ave,LIV TR ,306400.0,2 Unit,Residential,9,2910100.0,propertydata.cfm?ParcelN=071007202155,2 Unit,LIV TR ,"426 Clemons Ave Madison, Wisconsin USA","426, Clemons Avenue, Marquette, Madison, Wisconsin, 53704, United States of America","(43.08848823404255, -89.35639089361702, 0.0)"
43618,43618,317 Elmside Blvd,MCCAUGHEY PROPERTIES LLC ,341000.0,2 Unit,Residential,9,3072800.0,propertydata.cfm?ParcelN=071005326080,2 Unit,MCCAUGHEY PROPERTIES LLC ,"317 Elmside Blvd Madison, Wisconsin USA","317, Elmside Boulevard, Schenk-Atwood-Starkweather-Yahara, Madison, Wisconsin, 53704, United States of America","(43.093325094043635, -89.34197286118831, 0.0)"
53834,53834,1239 E Mifflin St,PORCHLIGHT INC ,885000.0,13 unit Apartment,Commercial,9,930700.0,propertydata.cfm?ParcelN=070913107194,Apartment,PORCHLIGHT INC ,"1239 E Mifflin St Madison, Wisconsin USA","1239, East Mifflin Street, Tenney-Lapham, Madison, Dane, Wisconsin, 53703, United States of America","(43.08736982088981, -89.36831812339128, 0.0)"
73364,73364,432 W Washington Ave,WASHINGTON APARTMENTS CO  % OAKLAND PROP SERV LLC,595600.0,3 unit Apartment,Residential,9,3464600.0,propertydata.cfm?ParcelN=070923116325,Apartment,Oakland,"432 W Washington Ave Madison, Wisconsin USA","432, West Washington Avenue, Mifflin West, Madison, Dane, Wisconsin, 53703, United States of America","(43.07098064257122, -89.38958148304914, 0.0)"
21268,21268,625 N Segoe Rd Unit 1673,"FRAUTSCHI, PETER W ",2200.0,Condominium,Residential,9,450700.0,propertydata.cfm?ParcelN=070920220731,Apartment,"FRAUTSCHI, PETER W ","625 N Segoe Rd Unit 1673 Madison, Wisconsin USA",,
21269,21269,625 N Segoe Rd Unit 1674,"FRAUTSCHI, PETER W ",8100.0,Condominium,Residential,9,450700.0,propertydata.cfm?ParcelN=070920220749,Apartment,"FRAUTSCHI, PETER W ","625 N Segoe Rd Unit 1674 Madison, Wisconsin USA",,
21270,21270,625 N Segoe Rd Unit 1675,"FRAUTSCHI, PETER W ",5600.0,Condominium,Residential,9,450700.0,propertydata.cfm?ParcelN=070920220757,Apartment,"FRAUTSCHI, PETER W ","625 N Segoe Rd Unit 1675 Madison, Wisconsin USA",,
21271,21271,625 N Segoe Rd Unit 1676,"FRAUTSCHI, PETER W ",8300.0,Condominium,Residential,9,450700.0,propertydata.cfm?ParcelN=070920220765,Apartment,"FRAUTSCHI, PETER W ","625 N Segoe Rd Unit 1676 Madison, Wisconsin USA",,
21272,21272,625 N Segoe Rd Unit 1389,"FRAUTSCHI, PETER W ",15000.0,Condominium,Residential,9,450700.0,propertydata.cfm?ParcelN=070920218140,Apartment,"FRAUTSCHI, PETER W ","625 N Segoe Rd Unit 1389 Madison, Wisconsin USA",,
21273,21273,625 N Segoe Rd Unit 1412,"FRAUTSCHI, PETER W ",15000.0,Condominium,Residential,9,450700.0,propertydata.cfm?ParcelN=070920218372,Apartment,"FRAUTSCHI, PETER W ","625 N Segoe Rd Unit 1412 Madison, Wisconsin USA",,
34681,34681,6809 Park Ridge Dr,"KHAZAI, H ",286700.0,2 Unit,Residential,9,1405700.0,propertydata.cfm?ParcelN=070836208326,2 Unit,"KHAZAI, H ","6809 Park Ridge Dr Madison, Wisconsin USA","6809, Park Ridge Drive, Madison, Wisconsin, 53719, United States of America","(43.04257344869901, -89.5007370346097, 0.0)"
73365,73365,430 W Washington Ave,WASHINGTON APARTMENTS CO  % OAKLAND PROP SERV LLC,377400.0,2 Unit,Residential,9,3464600.0,propertydata.cfm?ParcelN=070923116333,2 Unit,Oakland,"430 W Washington Ave Madison, Wisconsin USA","430, West Washington Avenue, Mifflin West, Madison, Dane, Wisconsin, 53703, United States of America","(43.07100278991052, -89.38954995285857, 0.0)"
21267,21267,625 N Segoe Rd Unit 1672,"FRAUTSCHI, PETER W ",2300.0,Condominium,Residential,9,450700.0,propertydata.cfm?ParcelN=070920220723,Apartment,"FRAUTSCHI, PETER W ","625 N Segoe Rd Unit 1672 Madison, Wisconsin USA",,
21205,21205,137 N Franklin St Unit 3,FRANKLIN ST APARTMENTS  LLC,107600.0,Condominium,Residential,9,937700.0,propertydata.cfm?ParcelN=070913333038,Apartment,FRANKLIN ST APARTMENTS  LLC,"137 N Franklin St Unit 3 Madison, Wisconsin USA",,
21206,21206,141 N Franklin St Unit 4,FRANKLIN ST APARTMENTS  LLC,102600.0,Condominium,Residential,9,937700.0,propertydata.cfm?ParcelN=070913333046,Apartment,FRANKLIN ST APARTMENTS  LLC,"141 N Franklin St Unit 4 Madison, Wisconsin USA",,
21207,21207,141 N Franklin St Unit 5,FRANKLIN ST APARTMENTS  LLC,104300.0,Condominium,Residential,9,937700.0,propertydata.cfm?ParcelN=070913333054,Apartment,FRANKLIN ST APARTMENTS  LLC,"141 N Franklin St Unit 5 Madison, Wisconsin USA",,
21208,21208,137 N Franklin St Unit 6,FRANKLIN ST APARTMENTS  LLC,104300.0,Condominium,Residential,9,937700.0,propertydata.cfm?ParcelN=070913333062,Apartment,FRANKLIN ST APARTMENTS  LLC,"137 N Franklin St Unit 6 Madison, Wisconsin USA",,
21209,21209,137 N Franklin St Unit 7,FRANKLIN ST APARTMENTS  LLC,106400.0,Condominium,Residential,9,937700.0,propertydata.cfm?ParcelN=070913333070,Apartment,FRANKLIN ST APARTMENTS  LLC,"137 N Franklin St Unit 7 Madison, Wisconsin USA",,
21210,21210,141 N Franklin St Unit 8,FRANKLIN ST APARTMENTS  LLC,95100.0,Condominium,Residential,9,937700.0,propertydata.cfm?ParcelN=070913333088,Apartment,FRANKLIN ST APARTMENTS  LLC,"141 N Franklin St Unit 8 Madison, Wisconsin USA",,
73363,73363,436 W Washington Ave,WASHINGTON APARTMENTS CO  % OAKLAND PROP SERV LLC,573800.0,3 unit Apartment,Residential,9,3464600.0,propertydata.cfm?ParcelN=070923116317,Apartment,Oakland,"436 W Washington Ave Madison, Wisconsin USA","436, West Washington Avenue, Mifflin West, Madison, Dane, Wisconsin, 53703, United States of America","(43.070936347892626, -89.38964454343028, 0.0)"
73369,73369,418 W Washington Ave,WASHINGTON APARTMENTS CO  % OAKLAND PROP SERV LLC,328100.0,2 Unit,Residential,9,3464600.0,propertydata.cfm?ParcelN=070923116375,2 Unit,Oakland,"418 W Washington Ave Madison, Wisconsin USA","418, West Washington Avenue, Mifflin West, Madison, Dane, Wisconsin, 53703, United States of America","(43.07113567394631, -89.38936077171515, 0.0)"
73367,73367,422 W Washington Ave,WASHINGTON APARTMENTS CO  % OAKLAND PROP SERV LLC,398200.0,2 Unit,Residential,9,3464600.0,propertydata.cfm?ParcelN=070923116359,2 Unit,Oakland,"422 W Washington Ave Madison, Wisconsin USA","422, West Washington Avenue, Mifflin West, Madison, Dane, Wisconsin, 53703, United States of America","(43.07109137926771, -89.38942383209628, 0.0)"
21211,21211,141 N Franklin St Unit 9,FRANKLIN ST APARTMENTS  LLC,104300.0,Condominium,Residential,9,937700.0,propertydata.cfm?ParcelN=070913333096,Apartment,FRANKLIN ST APARTMENTS  LLC,"141 N Franklin St Unit 9 Madison, Wisconsin USA",,
21265,21265,625 N Segoe Rd Unit 1004,"FRAUTSCHI, PETER W ",392200.0,Condominium,Residential,9,450700.0,propertydata.cfm?ParcelN=070920217085,Apartment,"FRAUTSCHI, PETER W ","625 N Segoe Rd Unit 1004 Madison, Wisconsin USA",,
21266,21266,625 N Segoe Rd Unit 1671,"FRAUTSCHI, PETER W ",2000.0,Condominium,Residential,9,450700.0,propertydata.cfm?ParcelN=070920220715,Apartment,"FRAUTSCHI, PETER W ","625 N Segoe Rd Unit 1671 Madison, Wisconsin USA",,
73366,73366,426 W Washington Ave,WASHINGTON APARTMENTS CO  % OAKLAND PROP SERV LLC,265900.0,2 Unit,Residential,9,3464600.0,propertydata.cfm?ParcelN=070923116341,2 Unit,Oakland,"426 W Washington Ave Madison, Wisconsin USA","426, West Washington Avenue, Mifflin West, Madison, Dane, Wisconsin, 53703, United States of America","(43.07104708458912, -89.38948689247742, 0.0)"
34680,34680,6802 Park Edge Dr,"KHAZAI, H ",333900.0,2 Unit,Residential,9,1405700.0,propertydata.cfm?ParcelN=070836208227,2 Unit,"KHAZAI, H ","6802 Park Edge Dr Madison, Wisconsin USA","6802, Park Edge Drive, Madison, Wisconsin, 53719, United States of America","(43.04209151923077, -89.50101223076923, 0.0)"
64227,64227,1 Classic Cir Unit CDM,SOUTHERN HILL CONDO ASSN  KENT EMERSON,0.0,Condominium,Residential,9,0.0,propertydata.cfm?ParcelN=070835310180,Apartment,SOUTHERN HILL CONDO ASSN  KENT EMERSON,"1 Classic Cir Unit CDM Madison, Wisconsin USA",,
