,Unnamed: 0,address,owner,value,property_type,property_class,Num_Properties,total_value,link,prop_type_clean,owner_clean,exact_address,location,point
57274,57274,80 Washington Pl Unit P314,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923175157,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P314 Madison, Wisconsin USA",,
57273,57273,80 Washington Pl Unit P313,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923175149,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P313 Madison, Wisconsin USA",,
57285,57285,80 Washington Pl Unit P12,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923156123,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P12 Madison, Wisconsin USA",,
57284,57284,80 Washington Pl Unit P11,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923156115,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P11 Madison, Wisconsin USA",,
57298,57298,80 Washington Pl Unit P25,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923156256,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P25 Madison, Wisconsin USA",,
57299,57299,80 Washington Pl Unit P26,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923156264,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P26 Madison, Wisconsin USA",,
57292,57292,80 Washington Pl Unit P19,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923156199,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P19 Madison, Wisconsin USA",,
57287,57287,80 Washington Pl Unit P14,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923156149,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P14 Madison, Wisconsin USA",,
57288,57288,80 Washington Pl Unit P15,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923156157,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P15 Madison, Wisconsin USA",,
57289,57289,80 Washington Pl Unit P16,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923156165,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P16 Madison, Wisconsin USA",,
57291,57291,80 Washington Pl Unit P18,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923156181,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P18 Madison, Wisconsin USA",,
57293,57293,80 Washington Pl Unit P20,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923156206,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P20 Madison, Wisconsin USA",,
57294,57294,80 Washington Pl Unit P21,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923156214,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P21 Madison, Wisconsin USA",,
57295,57295,80 Washington Pl Unit P22,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923156222,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P22 Madison, Wisconsin USA",,
57290,57290,80 Washington Pl Unit P17,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923156173,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P17 Madison, Wisconsin USA",,
57300,57300,80 Washington Pl Unit P27,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923156272,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P27 Madison, Wisconsin USA",,
57283,57283,80 Washington Pl Unit P10,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923156107,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P10 Madison, Wisconsin USA",,
57282,57282,80 Washington Pl Unit P9,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923156090,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P9 Madison, Wisconsin USA",,
57281,57281,80 Washington Pl Unit P321,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923175222,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P321 Madison, Wisconsin USA",,
57280,57280,80 Washington Pl Unit P320,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923175214,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P320 Madison, Wisconsin USA",,
57279,57279,80 Washington Pl Unit P319,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923175206,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P319 Madison, Wisconsin USA",,
57278,57278,80 Washington Pl Unit P318,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923175199,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P318 Madison, Wisconsin USA",,
57296,57296,80 Washington Pl Unit P23,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923156230,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P23 Madison, Wisconsin USA",,
57277,57277,80 Washington Pl Unit P317,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923175181,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P317 Madison, Wisconsin USA",,
57297,57297,80 Washington Pl Unit P24,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923156248,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P24 Madison, Wisconsin USA",,
57276,57276,80 Washington Pl Unit P316,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923175173,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P316 Madison, Wisconsin USA",,
57301,57301,80 Washington Pl Unit P28,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923156280,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P28 Madison, Wisconsin USA",,
57302,57302,80 Washington Pl Unit P29,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923156298,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P29 Madison, Wisconsin USA",,
57275,57275,80 Washington Pl Unit P315,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923175165,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P315 Madison, Wisconsin USA",,
57286,57286,80 Washington Pl Unit P13,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923156131,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P13 Madison, Wisconsin USA",,
57256,57256,80 Washington Pl Unit P296,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174969,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P296 Madison, Wisconsin USA",,
57272,57272,80 Washington Pl Unit P312,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923175131,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P312 Madison, Wisconsin USA",,
57199,57199,80 Washington Pl Unit P239,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174399,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P239 Madison, Wisconsin USA",,
57185,57185,80 Washington Pl Unit P225,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174258,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P225 Madison, Wisconsin USA",,
57186,57186,80 Washington Pl Unit P226,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174266,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P226 Madison, Wisconsin USA",,
57187,57187,80 Washington Pl Unit P227,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174274,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P227 Madison, Wisconsin USA",,
57188,57188,80 Washington Pl Unit P228,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174282,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P228 Madison, Wisconsin USA",,
57189,57189,80 Washington Pl Unit P229,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174290,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P229 Madison, Wisconsin USA",,
57190,57190,80 Washington Pl Unit P230,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174307,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P230 Madison, Wisconsin USA",,
57191,57191,80 Washington Pl Unit P231,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174315,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P231 Madison, Wisconsin USA",,
57192,57192,80 Washington Pl Unit P232,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174323,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P232 Madison, Wisconsin USA",,
57193,57193,80 Washington Pl Unit P233,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174331,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P233 Madison, Wisconsin USA",,
57194,57194,80 Washington Pl Unit P234,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174349,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P234 Madison, Wisconsin USA",,
57195,57195,80 Washington Pl Unit P235,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174357,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P235 Madison, Wisconsin USA",,
57196,57196,80 Washington Pl Unit P236,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174365,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P236 Madison, Wisconsin USA",,
57197,57197,80 Washington Pl Unit P237,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174373,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P237 Madison, Wisconsin USA",,
57198,57198,80 Washington Pl Unit P238,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174381,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P238 Madison, Wisconsin USA",,
57200,57200,80 Washington Pl Unit P240,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174406,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P240 Madison, Wisconsin USA",,
57183,57183,80 Washington Pl Unit P223,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174232,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P223 Madison, Wisconsin USA",,
57201,57201,80 Washington Pl Unit P241,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174414,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P241 Madison, Wisconsin USA",,
57202,57202,80 Washington Pl Unit P242,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174422,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P242 Madison, Wisconsin USA",,
57203,57203,80 Washington Pl Unit P243,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174430,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P243 Madison, Wisconsin USA",,
57204,57204,80 Washington Pl Unit P244,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174448,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P244 Madison, Wisconsin USA",,
57205,57205,80 Washington Pl Unit P245,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174456,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P245 Madison, Wisconsin USA",,
57206,57206,80 Washington Pl Unit P246,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174464,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P246 Madison, Wisconsin USA",,
57207,57207,80 Washington Pl Unit P247,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174472,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P247 Madison, Wisconsin USA",,
57208,57208,80 Washington Pl Unit P248,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174480,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P248 Madison, Wisconsin USA",,
57209,57209,80 Washington Pl Unit P249,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174498,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P249 Madison, Wisconsin USA",,
57210,57210,80 Washington Pl Unit P250,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174505,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P250 Madison, Wisconsin USA",,
57211,57211,80 Washington Pl Unit P251,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174513,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P251 Madison, Wisconsin USA",,
57212,57212,80 Washington Pl Unit P252,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174521,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P252 Madison, Wisconsin USA",,
57213,57213,80 Washington Pl Unit P253,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174539,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P253 Madison, Wisconsin USA",,
57214,57214,80 Washington Pl Unit P254,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174547,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P254 Madison, Wisconsin USA",,
57184,57184,80 Washington Pl Unit P224,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174240,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P224 Madison, Wisconsin USA",,
57181,57181,80 Washington Pl Unit P221,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174216,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P221 Madison, Wisconsin USA",,
57216,57216,80 Washington Pl Unit P256,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174563,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P256 Madison, Wisconsin USA",,
57164,57164,80 Washington Pl Unit P204,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174042,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P204 Madison, Wisconsin USA",,
57271,57271,80 Washington Pl Unit P311,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923175123,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P311 Madison, Wisconsin USA",,
57152,57152,80 Washington Pl Unit P322,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923175230,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P322 Madison, Wisconsin USA",,
57153,57153,80 Washington Pl Unit P323,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923175248,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P323 Madison, Wisconsin USA",,
57154,57154,80 Washington Pl Unit P324,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923175256,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P324 Madison, Wisconsin USA",,
57155,57155,80 Washington Pl Unit P325,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923175264,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P325 Madison, Wisconsin USA",,
57156,57156,80 Washington Pl Unit P326,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923175272,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P326 Madison, Wisconsin USA",,
57157,57157,80 Washington Pl Unit P327,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923175280,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P327 Madison, Wisconsin USA",,
57158,57158,80 Washington Pl Unit P328,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923175298,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P328 Madison, Wisconsin USA",,
57159,57159,80 Washington Pl Unit P329,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923175305,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P329 Madison, Wisconsin USA",,
57160,57160,80 Washington Pl Unit P330,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923175313,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P330 Madison, Wisconsin USA",,
57161,57161,80 Washington Pl Unit P331,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923175321,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P331 Madison, Wisconsin USA",,
57162,57162,80 Washington Pl Unit P332,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923175339,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P332 Madison, Wisconsin USA",,
57163,57163,80 Washington Pl Unit P191,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923173903,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P191 Madison, Wisconsin USA",,
57165,57165,80 Washington Pl Unit P205,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174050,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P205 Madison, Wisconsin USA",,
57180,57180,80 Washington Pl Unit P220,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174208,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P220 Madison, Wisconsin USA",,
57166,57166,80 Washington Pl Unit P206,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174068,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P206 Madison, Wisconsin USA",,
57167,57167,80 Washington Pl Unit P207,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174076,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P207 Madison, Wisconsin USA",,
57168,57168,80 Washington Pl Unit P208,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174084,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P208 Madison, Wisconsin USA",,
57169,57169,80 Washington Pl Unit P209,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174092,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P209 Madison, Wisconsin USA",,
57170,57170,80 Washington Pl Unit P210,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174109,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P210 Madison, Wisconsin USA",,
57171,57171,80 Washington Pl Unit P211,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174117,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P211 Madison, Wisconsin USA",,
57172,57172,80 Washington Pl Unit P212,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174125,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P212 Madison, Wisconsin USA",,
57173,57173,80 Washington Pl Unit P213,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174133,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P213 Madison, Wisconsin USA",,
57174,57174,80 Washington Pl Unit P214,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174141,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P214 Madison, Wisconsin USA",,
57175,57175,80 Washington Pl Unit P215,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174159,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P215 Madison, Wisconsin USA",,
57176,57176,80 Washington Pl Unit P216,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174167,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P216 Madison, Wisconsin USA",,
57177,57177,80 Washington Pl Unit P217,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174175,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P217 Madison, Wisconsin USA",,
57178,57178,80 Washington Pl Unit P218,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174183,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P218 Madison, Wisconsin USA",,
57179,57179,80 Washington Pl Unit P219,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174191,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P219 Madison, Wisconsin USA",,
57215,57215,80 Washington Pl Unit P255,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174555,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P255 Madison, Wisconsin USA",,
